#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tr|A0A023XA81|A0A023XA81_BRAJP -           1134 MFS_1                PF07690.22   347     7e-17   51.2  40.2   3   3       3.7       3.7   -3.8   0.2   304   318   839   853   825   861 0.52 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II OS=Bradyrhizobium japonicum SEMIA 5079 OX=476282 GN=BJS_07343 PE=4 SV=1
tr|A0A072BZI9|A0A072BZI9_RHILP -           1126 MFS_1                PF07690.22   347   1.1e-16   50.6  48.4   1   2   8.8e-16   8.8e-16   47.6  30.8     1   285     9   297     9   321 0.77 Acylglycerophosphoethanolamine acyltransferase OS=Rhizobium leguminosarum bv. phaseoli CCGM1 OX=1408223 GN=aas PE=4 SV=1
tr|A0A072BZI9|A0A072BZI9_RHILP -           1126 MFS_1                PF07690.22   347   1.1e-16   50.6  48.4   2   2    0.0024    0.0024    6.7  11.6    89   176   328   416   303   455 0.79 Acylglycerophosphoethanolamine acyltransferase OS=Rhizobium leguminosarum bv. phaseoli CCGM1 OX=1408223 GN=aas PE=4 SV=1
tr|A0A060I410|A0A060I410_9RHIZ -           1126 MFS_1                PF07690.22   347     1e-15   47.4  47.6   1   2   1.1e-15   1.1e-15   47.3  29.7     1   285     9   297     9   321 0.76 Acylglycerophosphoethanolamine acyltransferase protein OS=Rhizobium sp. IE4771 OX=1301032 GN=aas PE=4 SV=1
tr|A0A060I410|A0A060I410_9RHIZ -           1126 MFS_1                PF07690.22   347     1e-15   47.4  47.6   2   2     0.022     0.022    3.6  11.5    90   175   329   415   303   419 0.76 Acylglycerophosphoethanolamine acyltransferase protein OS=Rhizobium sp. IE4771 OX=1301032 GN=aas PE=4 SV=1
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      MFS_1.hmm
# Target file:     mfs_domain_proteins.fa
# Option settings: ./hmmsearch --domtblout domains_found.tsv MFS_1.hmm mfs_domain_proteins.fa 
# Current dir:     /Users/jameskhaznadar/Desktop/bio334_python/Week1/exercises
# Date:            Fri May  8 10:00:23 2026
# [ok]
